Авторы;Идентификатор автора(ов);Название;Год
Gulevich O., Sarieva I., Nevruev A., Yagiyayev I.;"7801578487;57194194725;57204648595;57194193084;";How do social beliefs affect political action motivation? The cases of Russia and Ukraine;2017
Samutina N.;"57126390900;";Emotional landscapes of reading: fan fiction in the context of contemporary reading practices;2017
Pchelnikov Y.N., Yelizarov A.A.;"6603531328;7005491804;";Sensitive Element on Cross-Wound Helices;2017
Kistler D., Thöni C., Welzel C.;"57192701804;12775240100;6602585494;";Survey Response and Observed Behavior: Emancipative and Secular Values Predict Prosocial Behaviors;2017
Martynova O.V., Portnova G.V., Orlov I.Y.;"7005067326;18038393800;57189731032;";An fMRI Study of the Emotional Perception of Erotic Images in Men Aged 49–74 Years;2017
Tatarko A., Mironova A., van de Vijver F.J.R.;"8440401400;57194103927;7003643938;";Ethnic Diversity and Social Capital in the Russian Context;2017
Blokh A., Oversteegen L., Ptacek R., Timorin V.;"7005428933;6506515353;16307840100;6507568071;";Combinatorial models for spaces of cubic polynomials [Modèles combinatoires pour les espaces de polynômes cubiques];2017
Kuzyutin D., Nikitina M.;"6507132283;56747587800;";Time consistent cooperative solutions for multistage games with vector payoffs;2017
Blythe D.A.J., Nikulin V.V.;"55669672000;7007084310;";Long-range temporal correlations in neural narrowband time-series arise due to critical dynamics;2017
Bekmaganbetov K.A., Chechkin G.A., Chepyzhov V.V., Goritsky A.Y.;"15730328200;6603041562;6603478247;8278177500;";Homogenization of trajectory attractors of 3D Navier-Stokes system with randomly oscillating force;2017
Altaisky M.V., Zolnikova N.N., Kaputkina N.E., Krylov V.A., Lozovik Y.E., Dattani N.S.;"6603575806;23991920200;6603617425;55620579300;16421007700;57212884608;";Entanglement in a quantum neural network based on quantum dots;2017
Fursov K., Thurner T., Nefedova A.;"22734005700;23978154900;57194141727;";What user-innovators do that others don't: A study of daily practices;2017
Parshakov P., Zavertiaeva M.;"55881045400;56964415100;";Companies intangibles: Unique versus generic;2017
Kuzmenkov A.I., Peigneur S., Chugunov A.O., Tabakmakher V.M., Efremov R.G., Tytgat J., Grishin E.V., Vassilevski A.A.;"55506238200;24559357200;34569445900;42662528500;8308626600;7005089896;7007106990;22952544100;";C-Terminal residues in small potassium channel blockers OdK1 and OSK3 from scorpion venom fine-tune the selectivity;2017
Malyutina S., den Ouden D.-B.;"55935739000;23479291000;";Task-dependent neural and behavioral effects of verb argument structure features;2017
Petropavlovsky S., Tsynkov S.;"56560284600;6603842989;";Non-deteriorating time domain numerical algorithms for Maxwell's electrodynamics;2017
Mitsyuk A.A., Shugurov I.S., Kalenkova A.A., van der Aalst W.M.P.;"56380468400;57193014491;36600541900;7007153024;";Generating event logs for high-level process models;2017
Podinovskaya O.V., Podinovski V.V.;"55843755200;55996020400;";Criteria importance theory for multicriterial decision making problems with a hierarchical structure;2017
Strand Ø., Ivanova I., Leydesdorff L.;"55599497700;55856423500;7003954276;";Decomposing the Triple-Helix synergy into the regional innovation systems of Norway: firm data and patent networks;2017
van Lutterveld R., Houlihan S.D., Pal P., Sacchet M.D., McFarlane-Blake C., Patel P.R., Sullivan J.S., Ossadtchi A., Druker S., Bauer C., Brewer J.A.;"36028662600;57151166300;56606731800;55501905600;57151515700;57149656900;57149613500;6603011121;6507619396;37094619400;7201421260;";Source-space EEG neurofeedback links subjective experience with brain activity during effortless awareness meditation;2017
Shitov Y.;"35148401800;";A tractable NP-completeness proof for the two-coloring without monochromatic cycles of fixed length;2017
Ismail-Zade M.R., Romanov A.Y., Kuzin E.Y., Danykin V.S., Chetverikov I.A.;"57190178214;55372881400;57194238091;57194241059;57194234115;";Hardware-software system for automation of characteristics measurement of SOI CMOS VLSI elements under extreme high temperature conditions (up to 300°C);2017
Kravchenko N.P., Presnyakov S.A., Kasatkin A.D., Mukhin S.V.;"7006522919;57190171562;57192577502;7003565468;";Analysis of dispersion characteristics of slow-wave structures used in terahertz range devices;2017
Zabrodin A., Zotov A.;"7004036132;35448469200;";KZ-Calogero correspondence revisited;2017
Popkov Y.S., Volkovich Z., Dubnov Y.A., Avros R., Ravve E.;"7006921474;22136685400;57189456364;36163007700;6506295318;";Entropy “2”-soft classification of objects;2017
Ferrari S., Kovalyuk V., Hartmann W., Vetter A., Kahl O., Lee C., Korneev A., Rockstuhl C., Gol'tsman G., Pernice W.;"56594333800;35778256000;56680763800;57188632848;56898793400;36542879700;7006297830;14033188600;7006771637;16040560600;";Hot-spot relaxation time current dependence in niobium nitride waveguide-integrated superconducting nanowire single-photon detectors;2017
Fedorov A.K., Yudson V.I., Shlyapnikov G.V.;"55643903000;35577221400;7006455582;";P -wave superfluidity of atomic lattice fermions;2017
Grigoriev I.S., Dekalchuk A.A.;"57190952891;57190956745;";Collective learning and regime dynamics under uncertainty: labour reform and the way to autocracy in Russia;2017
Semenov P.V.;"7005447027;";Convex sections of rectangular sets and splitting of selections;2017
Nikitenko V.R., Saunina A.Y., Tyutnev A.P., Prezhdo O.V.;"7004608947;56898939700;7005402871;7005883113;";Analytic Modeling of Field Dependence of Charge Mobility and Applicability of the Concept of the Effective Transport Level to an Organic Dipole Glass;2017
Petrosyants K.O., Lebedev S.V., Sambursky L.M., Stakhin V.G., Kharitonov I.A., Ismail-Zade M.R., Ignatov P.V.;"6602577918;57192575671;12141342300;57192592505;56711354200;57190178214;57193993193;";High temperature submicron SOI CMOS technology characterization for analog and digital applications up to 300°C;2017
Evfratov S.A., Osterman I.A., Komarova E.S., Pogorelskaya A.M., Rubtsova M.P., Zatsepin T.S., Semashko T.A., Kostryukova E.S., Mironov A.A., Burnaev E., Krymova E., Gelfand M.S., Govorun V.M., Bogdanov A.A., Sergiev P.V., Dontsova O.A.;"55542417100;37014759700;57192061746;57194378158;6701396024;6602210311;12797606400;8710882200;55595446700;15762040400;37011213300;7201803297;7006567540;7201674756;7004499861;7004105777;";Application of sorting and next generation sequencing to study 5'-UTR influence on translation efficiency in Escherichia coli;2017
Fröhlich C., Jacobsson K.;"35104857000;7005504255;";States Shaping Civic Activism: Comparing Animal Rights Activism in Poland and Russia;2017
Savinskaya O.B.;"56626130000;";Gender Equality in Preschool STEM Programs as a Factor Determining Russia’s Successful Technological Development;2017
Abankina I.V., Vynaryk V.A., Filatova L.M.;"55862160400;57193312652;57159275600;";The State Policy of Funding Higher Education Under Public Budget Constraints1;2017
Kapuza A.V., Tyumeneva Y.A.;"57194633131;12790872300;";Reliability and Structure of the TALIS Social Desirability Scale: An Assessment Based on Item Response Theory;2017
Gurkov I., Saidov Z.;"6603320551;56436556800;";Current Strategic Actions of Russian Manufacturing Subsidiaries of Western Multinational Corporations;2017
Fenogenova A., Karpov I., Kazorin V.;"57194041480;56005507700;57194039605;";A general method applicable to the search for anglicisms in Russian social network texts;2017
Golikova V., Kuznetsov B., Korotkov M., Govorun A.;"57127200100;16039562100;57188808192;57192251850;";Trajectories of Russian manufacturing firms’ growth after the global financial crisis of 2008–2009: the role of restructuring efforts and regional institutional environment;2017
Prakhov I.;"56955534600;";The prevalence and efficiency of investment in pre-entry coaching in Russia;2017
Kurakin A., Visser O.;"24472027800;35819022800;";Post-socialist agricultural cooperatives in Russia: a case study of top-down cooperatives in the Belgorod region;2017
Avdasheva S., Golovanova S.;"7801623030;57188661964;";Oil explains all: desirable organisation of the Russian fuel markets (on the data of three waves of antitrust cases against oil companies);2017
Golubchikov O.;"36863575200;";From a sports mega-event to a regional mega-project: the Sochi winter Olympics and the return of geography in state development priorities;2017
Degli Antoni G., Sabatini F.;"24605170100;41961590000;";Social cooperatives, social welfare associations and social networks;2017
Libman A., Kozlov V.;"35763477800;55429890300;";The legacy of compliant activism in autocracies: post-Communist experience;2017
Isaenkova N., Zhuzhoma E.;"35409270300;6603572170;";On spectral decomposition of Smale–Vietoris axiom A diffeomorphisms;2017
Roshchin S., Rudakov V.;"57038772900;57038410700;";Patterns of student employment in Russia†;2017
Ayzenberg A.;"54944514700;";Topological model for h″ vectors of simplicial manifolds;2017
Abankina T.;"55497098000;";Creative economy: Towards cultural heritage capitalization;2017
Mamonov M.;"57195236889;";Price interactions in the Russian credit market: Who is fighting whom and when do banks facilitate collusion?;2017
Bonch-Osmolovskaya A., Skorinkin D.;"26967547200;56291668800;";Text mining War and Peace: Automatic extraction of character traits from literary pieces;2017
Vyalyi M.N., Khuziev I.M.;"23092601000;56663296500;";Fast protocols for leader election and spanning tree construction in a distributed network;2017
Savchenko A.V.;"42962245900;";Deep neural networks and maximum likelihood search for approximate nearest neighbor in video-based image recognition;2017
Bonatti C., Minkov S.S., Okunev A.V., Shilin I.S.;"7003355480;55441051900;57188652453;56260915300;";A C 1 Anosov diffeomorphism with a horseshoe that attracts almost any point;2017
Lebedev V.V.;"8926927500;";A short and simple proof of the Jurkat–Waterman theorem on conjugate functions;2017
Maslov V.P.;"7202893841;";Topological phase transitions in the theory of partitions of integers;2017
Zvereva E.A., Stratan M.I., Shukaev I.L., Nalbandyan V.B., Vasil’ev A.N.;"56255990300;56922139700;6507715561;6701831214;57218405728;";Effect of a structural disorder on the magnetic properties of the sodium–cobalt tellurate Na3.70Co1.15TeO6;2017
Zlotnik A.A.;"7101674545;";Entropy-conservative spatial discretization of the multidimensional quasi-gasdynamic system of equations;2017
Eminov P.A.;"6603021264;";Anomalous magnetic moment of an electron in a magnetized plasma of topologically massive two-dimensional electrodynamics;2017
Savin S.P., Lyahov V.V., Neshchadim V.M., Amata E., Rauch J.L., Silin V.P., Popov V.Y., Budaev V.P., Klimov S.I., Skalsky A.A., Legen L.A., Blecki J.;"7005798915;16836562200;26025126900;6602115246;7102683873;7102226433;7404533606;7004147794;7006826981;35601441500;57194225892;6602166386;";Magnetopause charging and transfer of momentum and energy into magnetosphere;2017
Gladchenkov E.V., Zakharchenko K.V., Kaperko A.F., Kolyubin V.A., Kulagin V.P., Nedosekin P.G.;"54386703800;6602302950;6507584555;6508141942;56912007700;56086142600;";A Diamond Detector for Registration of Ionizing Radiation with Low Linear Energy Transfer;2017
Kelbert M., Mozgunov P.;"55884702600;57105594900;";Generalization of Cramér-Rao and Bhattacharyya inequalities for the weighted covariance matrix;2017
Makarova V.;"55948109900;";How to organize the efficient ERM model in non-financial companies and evaluate it efficiency in respect of corporate governance;2017
Matushko M.G., Sokolov V.V.;"57193504526;9272093100;";Polynomial forms for quantum elliptic Calogero–Moser Hamiltonians;2017
Malyshev D.S.;"25522390800;";Complexity classification of the edge coloring problem for a family of graph classes;2017
Vasenko A.S., Golubov A.A., Silkin V.M., Chulkov E.V.;"8964807800;7004395521;7003831165;7006663820;";Unconventional pairing in three-dimensional topological insulators with a warped surface state;2017
Pchelnikov Y.N., Yelizarov A.A.;"6603531328;7005491804;";TWT Model on a Metamagnetic Plate;2017
Alkalaev K., Geiko R., Rappoport V.;"6603204701;57193927593;6602924319;";Various semiclassical limits of torus conformal blocks;2017
Ruderman M.S., Petrukhin N.S.;"7006487390;6603394745;";Phase mixing of Alfvén waves propagating in non-reflective magnetic plasma configurations;2017
Kouyoumdjian F.G., Andreev E.M., Borschmann R., Kinner S.A., McConnon A.;"6507176931;7005279598;35091024300;6507127750;57193927672;";Do people who experience incarceration age more quickly? Exploratory analyses using retrospective cohort data on mortality from Ontario, Canada;2017
Budkov Y.A., Kalikin N.N., Kolesnikov A.L.;"46861146000;57189988023;56258168600;";Polymer chain collapse induced by many-body dipole correlations;2017
Lazarev A.A., Korenev P.S., Sologub A.A.;"7101908181;55355861600;56921910900;";A metric for total tardiness minimization;2017
Platts L.G., Gerry C.J.;"55816470600;8592870000;";Social inequalities in self-rated health in Ukraine in 2007: The role of psychosocial, material and behavioural factors;2017
Barash L.Y., Weigel M., Shchur L.N., Janke W.;"12765472700;7006594217;56004933800;7102841112;";Exploring first-order phase transitions with population annealing;2017
Oparin D.A.;"55777595700;";Migration and contemporary Muslim space in Moscow. Contextualizing North Caucasian loud Dhikr and the religious practices of Central Asian Folk Mullas;2017
Volkova A.;"56567710000;";Reflexivity in Meadow Mari: Binding and Agree;2017
Fetisova Y.A., Ermolenko B.V., Ermolenko G.V., Kiseleva S.V.;"57193684351;6508249889;54683774700;7003582736;";Determining the parameters of Weibull function to estimate the wind power potential in conditions of limited source meteorological data;2017
Lavrinovich M.B.;"57193577049;";The role of social status in poor relief in a modernizing urban society: The case of Sheremetev’s almshouse, 1802–12;2017
Galli G., Feurra M., Pavone E.F., Sirota M., Rossi S.;"56817076900;15047818300;24179256800;37095868400;57191781131;";Dynamic changes in prefrontal cortex involvement during verbal episodic memory formation;2017
Bufetov A.I., Qiu Y.;"7801312296;56126019700;";Determinantal Point Processes Associated with Hilbert Spaces of Holomorphic Functions;2017
Schwartz S.H., Cieciuch J., Vecchione M., Torres C., Dirilen-Gumus O., Butenko T.;"7403606009;57212056110;22982346400;57208455484;36631888300;56453031700;";Value tradeoffs propel and inhibit behavior: Validating the 19 refined values in four countries;2017
Matveeva A.A., Poberezhny V.A.;"57192921985;57192920300;";Two-dimensional Riemann problem for rigid representations on an elliptic curve;2017
