Авторы;Идентификатор автора(ов);Название;Год
Plaksin M.;"54896269000;";Some methodical tools for propaedeutics parallel computing in school informatics;2016
Kalinichenko L.A., Kuznetsov S.O., Manolopoulos Y., Zakharov V.N.;"36908692900;7202573378;54397260800;14046309200;";Preface;2016
Goloveshkin V., Zhukova G., Ulyanov M., Fomichev M.;"6602872377;57192954789;56161031500;57225259180;";Probability distribution of the complexity of the individual traveling salesman problem (fixed number of nodes);2016
Popova A.;"57192963092;";Key motivators for setting up an online course: Expectations and initial results;2016
Kuznetsov A.;"26433631700;";Derived categories view on rationality problems;2016
Gambarato R.R., Lapina-Kratasi͡uk E.;"56039359500;57192939492;";Transmedia storytelling panorama in the Russian media landscape;2016
Luna K., Martín-Luengo B., Shtyrov Y., Myachykov A.;"25652970000;42161619600;6701617874;10041512100;";Judgments of learning for words in vertical space;2016
Styrin E., Dmitrieva N.;"53865533400;56158034600;";Expert assessment of open government in Russia: Methodology, results and implementation impeding factors;2016
Fabrykant M.;"36701274900;";The social security system as a source for national pride: A cross-national analysis of individual and country-level factors;2016
Shpakovskaya L., Chernova Z.;"57008956400;57192919533;";The professionalization of parenthood: Between common sense and expert knowledge;2016
Kalabikhina I., Kuchmaeva O.;"57190138890;35183367300;";The challenges and future prospects for monitoring children's participation in 'the national strategy for action in the interests of children 2012-2017';2016
Sakevich V., Denisov B., Rivkin-Fish M.;"55512951300;55513264700;6506906353;";Incoherence in Birth Control Policy and the Dynamics of Abortion in Russia;2016
Sadykov R.;"57192921633;";Homeopathy within Russia healthcare: The challenges of professionalization;2016
Tarasenko A., Kulmala M.;"56785560400;56446380200;";Representing interests and the crafting of social policy: Viewing Russian veterans' organisations as brokers between state and society;2016
Penskaya E.N.;"57192912918;";Synthesis of genres in the drama trilogy scenes of the past by a.v. sukhovo-kobylin;2016
Khairullina N.G., Ustinova O.V., Solovjeva E.A., Sulkarieva G.A., Kulishova N.D.;"21734952000;57203848664;57192916908;57192919134;57190435802;";Salary impact on the labor behavior of employees;2016
Bruckmeier K.;"8628543900;";Social-ecological transformation: Reconnecting society and nature;2016
Gurevich D., Saponov P.;"7004262397;6602409805;";Derivatives in noncommutative calculus and deformation property of quantum algebras;2016
Rulkov N.F., Hunt A.M., Rulkov P.N., Maksimov A.G.;"7003420632;57192888002;57192891883;57195556378;";Quantization of map-based neuronal model for embedded simulations of neurobiological networks in real-time;2016
Sheiman I.M.;"24757059700;";Problems of transition to the capitation method of primary care payment;2016
Bondarenko G.G., Kristya V.I., Tun J.N.;"7103344120;6602779594;57053245600;";Influence of the non-uniformity of surface dielectric film thickness on cathode sputtering in a glow discharge;2016
Vishnevskaya N.T.;"57147896400;";Regionalization of minimum wages;2016
Abankina T.V., Derkachev P.V.;"55497098000;57015381100;";Strategies for increasing efficiency of cultural heritage management;2016
Mersianova I.V., Benevolenski V.B.;"57164828200;56823508000;";The comparative advantages of npos as social welfare services providers: An examination in the Russian context;2016
Tarasenko E.A., Khoreva O.B.;"57192878080;57192868226;";Economic incentives for medical personnel deficit elimination in rural areas;2016
Rudnik B.L., Kushtanina E.V.;"57189497921;57191172621;";On normative financing performing arts organizations. Expert analysis;2016
Omelchenko E., Andreeva Y., Arif E., Polyakov S.;"56908457800;57200645617;56736551600;57192831486;";Where do time and all of the money go? Consumer strategies of urban youth in modern Russia;2016
Gutnik L.A.;"23489194800;";A system of difference equations of 8-th order for some Mejer's funtions;2016
Masyutin A., Kuznetsov S.O.;"56441599600;7202573378;";Continuous target variable prediction with augmented interval pattern structures: Lazy algorithm;2016
Tang M.T., Buzmakov A., Toussaint Y., Napoli A.;"56542316700;56018681500;11839190100;7005873419;";Building a domain knowledge model based on a concept lattice integrating expert constraints;2016
Bocharov A., Gnatyshak D., Ignatov D.I., Mirkin B.G., Shestakov A.;"57190836102;55420752100;56926915100;35428028600;55632844100;";A lattice-based consensus clustering algorithm;2016
Neznanov A.A., Parinov A.A.;"55329014600;56202397200;";Unified external data access implementation in formal concept analysis research toolbox;2016
Kashnitsky Y., Kuznetsov S.O.;"56406485700;7202573378;";Global optimization in learning with important data: An FCA-based approach;2016
Korepanova N.V., Kuznetsov S.O.;"57032723600;7202573378;";Pattern structures for treatment optimization in subgroups of patients;2016
Mirkin B.G.;"35428028600;";Approximate clusters, biclusters and n-clusters in the analysis of binary and general data matrices;2016
Vassiliev V.A.;"7006638278;";Local Petrovskii lacunas close to parabolic singular points of the wavefronts of strictly hyperbolic partial differential equations;2016
Kuznetsov S.O., Makhalova T.P.;"7202573378;56904199800;";On stability of triadic concepts;2016
Buzmakov A., Napoli A.;"56018681500;7005873419;";On scaling of fuzzy FCA to pattern structures;2016
Lakshina V.V., Silaev A.M.;"57190960533;7103304413;";Fluke of stochastic volatility versus GARCH inevitability or which model creates better forecasts?;2016
Korotaev S., Shkaratan O., Gasiukova E.;"57192684766;25936934700;57188723789;";Some notes on the issue of social stratification in russia: Lifestyle aspect [Mintys apie rusijos socialinę stratifikaciją: Gyvenimo būdo aspektas];2016
Cai J., Fukasawa M., Rosenbaum M., Tankov P.;"57188677214;24366273400;24436758400;15849721700;";Optimal discretization of hedging strategies with directional views;2016
Shilov V.V., Silantiev S.A.;"57200388029;56018508000;";’Machines à comparer les idées' of Semen Korsakov: First step towards AI;2016
Toldova S., Ionov M.;"56147544600;57192677241;";Mention detection for improving coreference resolution in Russian texts: A machine learning approach;2016
Sorokin P.;"56509164400;";Ethically responsible global sociology: Conceptual framing of a new vision;2016
Kǒcvara M., Nesterov Y., Xia Y.;"6701386974;7003398323;57192671093;";A subgradient method for free material design;2016
Pochekaev R.Y.;"57190090464;";Töru: Ancient Turkic Law 'Privatised' by Chinggis Khan and His Descendants;2016
Yalbulganov A.A.;"56374482200;";Environmental Function of the Russian Tax Law;2016
Chamorro D., Menozzi S.;"36631436200;7801636137;";Fractional operators with singular drift: Smoothing properties and Morrey-Campanato spaces;2016
Nikulin E.E., Perepelitsa D.G., Zhdanova O.A., Smetanin S.A., Nazarova E.V.;"57192587632;57215916910;57021458100;57210956598;57192577152;";Fuzzy portfolio optimization model with estimation of results;2016
Kuzmina L.I., Osipov Y.V.;"56104145400;7004957058;";Deep Bed Filtration Asymptotics at the Filter Inlet;2016
Noels K.A., Berry J.W.;"6603672083;7402634538;";Acculturation in Canada;2016
van de Vijver F.J.R., Berry J.W., Celenk O.;"7003643938;7402634538;37004455700;";Assessment of acculturation;2016
Lavrentyev A.V.;"57192429774;";The seal of grand duke dimitry ivanovich donskoy and Russian fobia of 14th century;2016
Belkina T., Kabanov Y.;"6701440591;7003276566;";Viscosity solutions of integro-differential equations for nonruin probabilities;2016
Boguslavskaya E., Muravey D.;"57205103496;57192419636;";An explicit solution for optimal investment in Heston model;2016
Berdjane B., Pergamenshchikov S.;"55620368600;6602794670;";Sequential δ-optimal consumption and investment for stochastic volatility markets with unknown parameters;2016
Kozelkov A., Pelinovsky E.;"8310195500;7004951110;";Tsunami of the meteoric origin;2016
Molodyko K.;"57207623275;";Do legal rights correlate to development?;2016
Chugunov A.V., Bolgov R., Kabanov Y., Kampis G., Wimmer M., Krzhizhanovskaya V., Boukhanovsky A.V.;"54883307800;56787996600;57190973744;57204250277;57191904489;8385944600;6603474810;";Preface;2016
Karyagin M.;"57192380582;";Russian large cities authorities’ pages in social media: A platform for expert communication?;2016
Maleshin D.;"56601452900;";On the review proceedings in Russian civil procedure;2016
Aleskerov F., Demin S.;"7003947309;57192371546;";An assessment of the impact of natural and technological disasters using a DEA approach;2016
Vishlenkova E.;"55580882300;";The state of health: Balancing power, resources, and expertise and the birth of the medical profession in the Russian empire;2016
Kabanov Y., Sungurov A.;"57190973744;55360914300;";E-government development factors: Evidence from the russian regions;2016
Totyev K.;"57192376315;";Business transaction invalidity in the context of the principle of legality;2016
Chugunov A.V., Kabanov Y., Zenchenkova K.;"54883307800;57190973744;57190975918;";E-participation portals automated monitoring system for political and social research;2016
Levin S.;"57190248784;";The extended mind and the causal status of the agent;2016
Mishura A.;"57191627626;";Battlefield - Free will;2016
Demintseva E.B.;"56159061200;";Education trajectories of the youth from CIS-countries in Moscow;2016
Malinova O.Y.;"22934758000;";The official historical narrative as a part of identity policy of the Russian State: From the 1990s to the 2000s;2016
Abramov R.N.;"8250219800;";Professional culture of Russian technical specialists: Universal elements;2016
Ivaniushina V.A., Alexandrov D.A.;"6603652997;9243817900;";Is there a differentiation of teachers in Russian school system?;2016
Akhremenko A.S., Lokshin I.M., Petrov A.P.C.;"57212303287;57192297326;57192177702;";Institutional possibility frontier and total factor productivity: Towards a theoretical synthesis;2016
Varshavskaya E.Ya.;"56766126200;";NEET-youth in Russia: Characteristics and typology;2016
Zaramenskikh E.P., Isaev E.A., Korovkina N.L.;"56028558600;7006155805;57192265694;";The principles of information processing in electronic medical monitoring system;2016
Osin E.N., Malyutina A.V., Kosheleva N.V.;"35737831400;57192270494;55901886400;";Self-transcendence facilitates meaning-making and flow: Evidence from a pilot experimental study;2016
Goncharova N., Krupets Y., Nartova N., Sabirova G.;"57193880940;57190371148;21234069400;50861816500;";Russian youth in the labour market: 'Portfolioability' as the new desire and demand;2016
Denisenkova N.S., Nisskaya A.K.;"57192264967;57192267008;";The role of teacher-child interaction in promoting peer communication;2016
Aleksandrova N.V., Shkolnikova M.A., Dlin V.V., Yugay M.T.;"57191613048;57175774500;6601941386;57192267408;";Stimulation of research in biomedicine. Role of effective contract;2016
Põder K., Lauri T., Ivaniushina V., Alexandrov D.;"35077401400;55612350400;6603652997;9243817900;";Family background and school choice in cities of Russia and Estonia: Selective Agenda of the Soviet past and present;2016
Mitryakova T.M., Pochinka O.V.;"26422428100;6507516545;";Necessary and sufficient conditions for the topological conjugacy of 3-diffeomorphisms with heteroclinic tangencies;2016
Popova I.;"35849751000;";Social justice in the scientific debates 1990-2010s;2016
Yastrebov G.;"25937011700;";Social mobility in soviet and post-soviet Russia: A revision of existing estimates using representative surveys of 1994, 2002, 2006 and 2013. part 2;2016
